r_tower_killed,d_tower_killed,r_barracks_killed,d_barracks_killed,r_roshan_killed,d_roshan_killed,r_first_blood,d_first_blood,r_had_aegis,d_had_aegis,r_tower_denied,d_tower_denied,obj_len,r_obj,d_obj
1,1,0,0,0,0,False,True,0,0,0,1,4,1,3
3,4,0,0,0,0,True,False,0,0,0,0,8,4,4
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
2,3,0,0,0,0,False,True,0,0,1,1,8,3,5
1,5,0,0,0,1,False,True,0,1,1,0,10,2,8
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
2,1,0,0,0,0,False,True,0,0,0,0,4,2,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
1,1,0,0,0,0,True,False,0,0,0,0,3,2,1
6,10,6,0,0,1,True,False,0,1,0,0,25,13,12
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,0,0,0,0,0,True,False,0,0,0,1,5,4,1
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,0,0,0,0,0,True,False,0,0,1,1,8,7,1
3,6,0,0,0,0,False,True,0,0,1,0,11,4,7
5,4,0,1,1,0,False,True,1,0,1,0,14,8,6
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,3,0,0,0,0,True,False,0,0,0,0,5,2,3
3,3,0,0,0,0,False,True,0,0,0,1,8,3,5
3,3,0,0,0,0,True,False,0,0,0,0,7,4,3
0,4,0,0,0,0,False,True,0,0,0,0,5,0,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,2,0,0,0,0,False,True,0,0,1,0,4,1,3
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
4,2,0,0,0,0,False,True,0,0,0,0,7,4,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
8,0,0,0,0,0,False,True,0,0,0,0,9,8,1
1,3,0,0,0,0,False,False,0,0,0,0,4,1,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,2,0,0,0,0,False,True,0,0,1,0,6,3,3
3,0,0,0,0,0,False,False,0,0,0,0,3,3,0
2,1,0,0,0,0,True,False,0,0,0,1,5,3,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,2,0,0,0,0,True,False,0,0,0,0,5,3,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,3,0,0,0,0,True,False,0,0,0,0,5,2,3
6,0,0,0,0,0,True,False,0,0,0,0,7,7,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
7,0,0,2,0,1,True,False,0,1,0,0,12,8,4
1,3,0,0,0,0,False,True,0,0,0,0,5,1,4
5,6,0,2,0,1,True,False,0,1,0,2,18,6,12
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
4,1,0,1,0,0,True,False,0,0,0,1,8,5,3
0,1,0,0,0,1,True,False,0,1,0,0,4,1,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
4,5,0,0,0,0,False,True,0,0,1,0,11,5,6
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,4,0,0,1,0,True,False,1,0,1,0,13,9,4
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,3,0,2,0,0,True,False,0,0,0,1,12,6,6
2,0,0,0,0,0,False,True,0,0,0,0,3,2,1
0,7,2,0,0,1,False,True,0,1,0,0,12,2,10
3,4,0,0,0,1,True,False,0,1,0,0,10,4,6
7,7,1,1,2,1,True,False,2,1,0,0,23,13,10
4,3,0,0,0,0,True,False,0,0,0,0,8,5,3
7,5,2,4,0,1,False,True,0,1,1,1,23,10,13
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,5,1,0,0,1,True,False,0,1,1,0,16,9,7
1,1,0,0,0,0,True,False,0,0,0,1,4,2,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,0,0,0,0,0,True,False,0,0,1,0,3,3,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,3,0,0,0,1,False,True,0,1,1,1,8,1,7
2,7,2,0,1,0,False,True,1,0,1,0,15,7,8
7,3,0,2,0,0,True,False,0,0,1,0,14,9,5
6,9,4,2,1,1,False,True,1,1,0,1,27,12,15
5,0,0,0,0,0,True,False,0,0,0,0,6,6,0
1,2,0,0,0,0,False,True,0,0,0,1,5,1,4
11,2,0,3,0,0,True,False,0,0,0,0,17,12,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,5,0,0,1,0,False,True,1,0,1,0,10,4,6
2,1,0,0,0,0,True,False,0,0,1,0,5,4,1
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
5,0,0,0,0,0,True,False,0,0,0,0,6,6,0
3,6,0,0,1,0,True,False,1,0,0,1,13,6,7
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
8,1,0,4,1,0,True,False,1,0,0,0,16,11,5
2,1,0,0,0,0,False,True,0,0,0,0,4,2,2
2,9,4,0,0,1,True,False,0,1,0,0,18,7,11
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
4,1,0,0,0,0,True,False,0,0,0,0,6,5,1
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,1,0,0,0,0,True,False,0,0,0,0,5,4,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
9,7,0,4,2,0,True,False,1,0,1,0,25,14,11
0,0,0,0,1,0,False,True,1,0,0,0,3,2,1
8,0,0,2,0,0,False,True,0,0,0,0,11,8,3
1,0,0,0,0,0,False,True,0,0,2,0,4,3,1
6,5,0,0,0,0,True,False,0,0,0,0,12,7,5
8,5,0,6,2,0,False,False,2,0,0,1,24,12,12
3,3,0,0,0,0,True,False,0,0,0,0,7,4,3
4,6,0,0,0,1,False,True,0,1,2,0,15,6,9
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,4,0,0,0,0,True,False,0,0,0,0,10,6,4
3,6,0,0,0,0,False,True,0,0,0,1,11,3,8
1,2,0,0,0,0,False,True,0,0,1,0,5,2,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,1,0,0,1,0,True,False,1,0,0,0,4,3,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
3,5,0,0,2,0,False,True,2,0,1,0,14,8,6
3,5,2,0,0,0,False,True,0,0,0,0,11,5,6
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,2,0,0,0,0,False,True,0,0,1,0,5,2,3
3,3,0,0,0,0,True,False,0,0,0,0,7,4,3
6,0,0,0,0,0,True,False,0,0,0,0,7,7,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,7,0,0,0,0,True,False,0,0,0,0,8,1,7
1,3,0,0,1,0,True,False,1,0,0,1,8,4,4
1,2,0,0,0,0,False,True,0,0,0,0,4,1,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
5,7,2,0,0,1,False,True,0,1,0,0,17,7,10
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,3,0,0,0,0,True,False,0,0,0,0,4,1,3
3,3,0,0,0,0,False,True,0,0,0,0,7,3,4
3,1,0,0,0,0,True,False,0,0,0,1,6,4,2
8,0,0,2,0,0,True,False,0,0,0,0,11,9,2
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
4,8,2,0,0,1,True,False,0,1,0,1,18,7,11
0,3,0,0,0,0,True,False,0,0,0,0,4,1,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,3,0,2,1,0,True,False,1,0,0,2,15,8,7
4,2,0,0,1,0,False,False,1,0,1,0,9,7,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
2,6,0,0,0,1,True,False,0,1,0,0,11,3,8
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
0,8,4,0,0,1,True,False,0,1,0,0,15,5,10
0,2,0,0,0,0,False,True,0,0,0,0,3,0,3
2,0,0,0,0,0,False,True,0,0,0,0,3,2,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,3,0,0,0,0,False,True,0,0,0,0,10,6,4
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
7,8,4,0,0,0,True,False,0,0,0,0,20,12,8
2,4,0,0,1,0,True,False,0,0,1,1,10,5,5
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,8,2,0,0,1,True,False,0,1,0,0,16,6,10
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,2,0,0,0,0,True,False,0,0,1,1,6,3,3
2,3,0,0,0,0,False,True,0,0,0,0,6,2,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,0,0,0,0,0,False,True,0,0,0,0,6,5,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
9,6,0,4,1,0,True,False,1,0,0,1,23,12,11
3,2,0,0,0,0,False,True,0,0,0,0,6,3,3
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
6,4,0,0,0,0,True,False,0,0,0,0,11,7,4
5,0,0,0,0,0,False,True,0,0,0,0,6,5,1
1,4,0,0,0,0,False,True,0,0,0,0,6,1,5
5,1,0,0,1,0,True,False,1,0,0,1,10,8,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,4,0,0,0,0,True,False,0,0,0,1,7,2,5
3,6,0,0,0,0,True,False,0,0,0,0,10,4,6
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,1,0,2,1,0,False,True,1,0,0,1,13,8,5
7,5,0,0,1,1,False,True,1,1,0,0,17,9,8
0,4,0,0,0,0,False,False,0,0,0,0,4,0,4
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,1,0,1,0,0,False,True,0,0,1,0,11,8,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,0,0,0,0,0,True,False,0,0,0,0,5,5,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
6,2,0,0,0,1,True,False,0,0,0,1,11,7,4
4,4,0,0,0,0,True,False,0,0,1,0,10,6,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,4,0,0,0,0,False,True,0,0,0,0,10,5,5
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,1,0,0,0,0,True,False,0,0,0,0,4,3,1
0,5,0,0,0,1,False,True,0,1,1,0,9,1,8
1,3,0,0,0,0,True,False,0,0,0,0,5,2,3
3,0,0,0,0,0,False,True,0,0,0,0,4,3,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,1,0,0,0,0,True,False,0,0,0,0,3,2,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
7,1,0,2,2,0,False,True,2,0,0,0,15,11,4
3,0,0,0,0,0,False,True,0,0,2,0,6,5,1
2,2,0,0,0,0,False,True,0,0,1,2,8,3,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
2,2,0,0,0,0,False,True,0,0,3,0,8,5,3
5,1,0,0,0,0,True,False,0,0,0,0,7,6,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,3,0,0,0,0,False,True,0,0,0,0,10,6,4
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,8,4,1,0,3,False,False,0,3,1,1,27,11,16
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,5,0,4,1,1,True,False,1,1,0,2,23,10,13
7,8,4,0,3,0,False,True,3,0,0,0,26,17,9
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
1,1,0,0,0,0,True,False,0,0,0,0,3,2,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,4,0,2,1,0,False,True,1,0,2,0,18,11,7
0,1,0,0,0,0,False,True,0,0,1,0,3,1,2
5,4,0,1,1,0,False,True,1,0,0,1,14,7,7
5,8,4,2,0,3,False,True,0,3,1,0,27,10,17
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,3,0,0,0,1,True,False,0,1,0,0,8,3,5
3,6,0,0,0,0,False,True,0,0,0,0,10,3,7
5,6,0,2,1,0,True,False,1,0,0,0,16,8,8
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
6,2,0,4,0,0,True,False,0,0,0,1,14,7,7
4,5,2,0,0,0,False,True,0,0,1,0,13,7,6
7,8,1,4,0,1,False,True,0,1,0,1,24,8,16
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
10,7,1,5,1,2,True,False,1,2,0,0,30,14,16
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
1,5,0,0,0,0,True,False,0,0,0,0,7,2,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,7,0,0,0,1,False,True,0,1,0,0,10,0,10
2,2,0,0,0,0,True,False,0,0,0,0,5,3,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
8,3,0,2,2,0,True,False,2,0,0,0,18,13,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
9,4,2,3,1,0,True,False,1,0,0,0,21,14,7
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
8,4,0,4,0,2,True,False,0,2,1,0,22,10,12
0,0,0,0,0,0,True,False,0,0,0,1,2,1,1
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
6,7,1,2,2,0,True,False,2,0,0,1,22,12,10
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,5,0,0,0,0,False,True,0,0,0,0,6,0,6
3,3,0,0,1,0,True,False,1,0,2,0,11,8,3
2,2,0,0,0,0,True,False,0,0,0,0,5,3,2
2,0,0,0,0,0,True,False,0,0,0,1,4,3,1
4,0,0,0,0,0,True,False,0,0,0,0,5,5,0
2,5,0,0,0,0,False,True,0,0,0,0,8,2,6
8,1,0,4,1,0,True,False,1,0,0,0,16,11,5
5,6,2,0,1,1,True,False,1,1,0,0,18,10,8
7,0,0,1,1,0,True,False,1,0,1,0,12,11,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,4,0,0,0,1,False,True,0,1,0,1,11,3,8
4,7,2,0,0,0,True,False,0,0,1,1,16,8,8
0,1,0,0,0,0,True,False,0,0,0,1,3,1,2
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,1,0,0,0,0,True,False,0,0,1,1,8,6,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,7,0,0,0,2,False,True,0,2,1,1,16,3,13
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
9,6,0,6,2,0,False,True,2,0,0,0,26,13,13
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
4,0,0,0,0,0,True,False,0,0,0,0,5,5,0
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
8,5,0,2,0,1,False,True,0,0,0,0,17,8,9
7,9,4,0,1,1,True,False,1,1,0,0,25,14,11
4,8,4,0,0,0,False,True,0,0,0,0,17,8,9
0,5,1,0,0,0,True,False,0,0,0,0,7,2,5
6,3,0,0,1,0,False,True,1,0,1,1,14,9,5
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
5,5,0,0,0,1,True,False,0,1,0,0,13,6,7
3,1,0,0,0,0,False,True,0,0,0,0,5,3,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,7,1,0,0,0,True,False,0,0,0,0,10,3,7
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,3,0,0,0,0,False,True,0,0,0,0,4,0,4
2,0,0,0,0,0,True,False,0,0,1,0,4,4,0
7,7,3,0,3,1,False,True,3,1,1,1,28,17,11
5,0,0,1,0,0,False,True,0,0,0,0,7,5,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,1,0,2,2,0
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,9,6,0,0,0,False,True,0,0,0,0,18,8,10
7,2,0,2,0,0,True,False,0,0,0,0,12,8,4
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
8,2,0,4,0,0,True,False,0,0,1,1,17,10,7
5,6,0,0,0,0,False,True,0,0,0,0,12,5,7
0,0,0,0,0,0,True,False,0,0,0,1,2,1,1
7,7,3,0,1,0,False,True,1,0,0,0,20,12,8
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
3,7,2,0,0,1,True,False,0,1,0,0,15,6,9
4,3,0,0,0,0,False,True,0,0,0,1,9,4,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,0,0,0,0,0,False,True,0,0,0,0,3,2,1
0,6,0,0,0,1,False,True,0,1,0,1,10,0,10
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,0,0,0,0,0,True,False,0,0,0,0,6,6,0
4,4,0,2,1,0,True,False,1,0,0,1,14,7,7
5,2,0,0,0,0,False,True,0,0,0,0,8,5,3
11,4,0,5,1,0,False,True,1,0,1,0,24,14,10
8,2,0,2,0,0,True,False,0,0,0,0,13,9,4
6,0,0,0,0,0,True,False,0,0,1,0,8,8,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,11,6,0,2,0,True,False,2,0,0,0,28,17,11
7,5,0,2,1,0,False,True,1,0,1,1,19,10,9
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,8,2,0,0,3,True,False,0,3,0,2,24,8,16
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,2,0,0,0,2,True,False,0,2,0,0,12,6,6
4,7,3,0,0,0,True,False,0,0,0,0,15,8,7
7,3,0,2,1,0,False,True,1,0,0,0,15,9,6
2,8,4,0,0,2,False,True,0,2,0,0,19,6,13
5,1,0,0,0,1,False,True,0,1,0,0,9,5,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
4,0,0,0,1,0,True,False,1,0,0,2,9,7,2
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
0,3,0,0,0,0,True,False,0,0,0,0,4,1,3
4,4,0,0,0,1,True,False,0,1,0,0,11,5,6
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
8,1,0,2,1,0,True,False,1,0,1,0,15,12,3
3,0,0,0,0,0,True,False,0,0,1,0,5,5,0
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,7,0,0,0,1,True,False,0,1,0,0,12,3,9
2,3,0,0,0,0,False,True,0,0,0,0,6,2,4
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
4,5,0,0,1,0,False,True,1,0,0,0,12,6,6
1,4,0,0,0,0,True,False,0,0,0,0,6,2,4
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
6,1,0,0,0,0,True,False,0,0,0,0,8,7,1
1,0,0,0,0,0,False,True,0,0,1,0,3,2,1
6,1,0,2,0,0,True,False,0,0,0,1,11,7,4
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
8,6,0,4,2,0,False,True,2,0,0,0,23,12,11
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,1,0,0,0,0,False,True,0,0,0,0,9,7,2
3,5,0,0,2,0,False,True,2,0,1,2,16,8,8
8,0,0,0,1,0,True,False,1,0,0,0,11,11,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,8,3,0,0,2,False,True,0,2,0,0,20,7,13
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
5,7,1,0,0,2,False,True,0,2,1,0,19,7,12
3,8,4,0,0,1,False,True,0,1,0,1,19,7,12
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
6,3,0,2,1,0,True,False,1,0,2,0,16,11,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,1,0,0,0,0,True,False,0,0,1,0,6,5,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,9,5,0,0,1,False,True,0,1,1,0,19,7,12
1,2,0,0,0,0,True,False,0,0,1,0,5,3,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,4,0,1,1,1,False,True,1,1,1,1,19,10,9
5,4,0,0,0,0,False,True,0,0,0,0,10,5,5
8,5,2,6,0,1,False,False,0,1,0,1,24,10,14
1,0,0,0,0,0,False,False,0,0,1,0,2,2,0
7,3,0,2,1,0,False,True,1,0,0,0,15,9,6
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,3,0,2,0,0,False,True,0,0,0,0,11,5,6
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
7,2,0,1,1,0,False,True,1,0,1,1,15,10,5
2,1,0,0,0,0,False,True,0,0,0,1,5,2,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,0,0,0,0,0,False,True,0,0,1,1,5,3,2
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
6,2,0,2,0,0,True,False,0,0,0,0,11,7,4
2,0,0,0,0,0,True,False,0,0,1,0,4,4,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
7,0,0,2,1,0,True,False,1,0,0,0,12,10,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,4,0,0,0,0,False,True,0,0,1,0,6,1,5
7,5,1,1,1,0,True,False,1,0,1,1,19,12,7
4,3,0,0,0,1,False,True,0,1,2,0,12,6,6
1,3,0,0,0,0,False,True,0,0,0,0,5,1,4
7,0,0,0,0,0,False,True,0,0,1,0,9,8,1
6,3,0,0,1,0,True,False,1,0,0,0,12,9,3
2,2,0,0,0,0,True,False,0,0,1,0,6,4,2
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
2,3,0,0,1,0,True,False,1,0,1,0,9,6,3
2,3,0,0,1,0,False,True,1,0,0,0,8,4,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
4,4,0,0,0,0,True,False,0,0,2,1,12,7,5
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,6,0,0,0,0,True,False,0,0,0,0,9,3,6
2,5,0,0,0,0,True,False,0,0,0,0,8,3,5
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,8,1,0,0,0,True,False,0,0,0,0,13,5,8
2,1,0,0,0,0,False,True,0,0,0,0,4,2,2
2,1,0,0,0,0,True,False,0,0,0,0,4,3,1
7,1,0,0,1,0,True,False,1,0,0,0,11,10,1
3,0,0,0,0,0,True,False,0,0,0,1,5,4,1
8,1,0,6,2,0,True,False,2,0,0,1,21,13,8
3,3,0,0,0,0,False,True,0,0,0,0,7,3,4
1,4,0,0,0,0,False,True,0,0,0,0,6,1,5
