chat_len,r_chat_msg,d_chat_msg,r1_chat_msg,r2_chat_msg,r3_chat_msg,r4_chat_msg,r5_chat_msg,d1_chat_msg,d2_chat_msg,d3_chat_msg,d4_chat_msg,d5_chat_msg
0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,5,0,3,1,0,0,3,0,0,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,0,0,0,0,3,0,2,0,2
4,4,0,0,0,0,3,1,0,0,0,0,0
8,2,6,0,2,0,0,0,0,4,1,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0
4,1,3,0,0,0,1,0,0,0,1,2,0
2,1,1,1,0,0,0,0,0,1,0,0,0
11,7,4,0,0,2,0,5,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,1,0,0,0,3,0,0,0
60,21,39,0,7,1,13,0,0,1,9,2,27
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,2,0,1,0,9,0,0,0,0,0
4,4,0,0,3,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,0,0,0,0,0,0,0,0,1
4,0,4,0,0,0,0,0,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,0,1,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,5,1,0,0,0,1,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,6,0,3,0,0,1,2,0,0,1,3
6,6,0,0,0,1,2,3,0,0,0,0,0
2,2,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1,2,1,1,0,1,0,0,0,0,1
2,1,1,1,0,0,0,0,0,0,1,0,0
2,0,2,0,0,0,0,0,1,1,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,1,0,0,2,0,1,0,0,0,1
7,5,2,4,0,1,0,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,0,0,0
8,4,4,0,4,0,0,0,2,0,0,2,0
20,14,6,0,6,7,0,1,0,0,5,0,1
13,5,8,3,0,0,2,0,1,0,2,5,0
4,0,4,0,0,0,0,0,0,4,0,0,0
17,9,8,0,0,9,0,0,1,0,4,0,3
15,13,2,6,4,0,3,0,2,0,0,0,0
9,6,3,6,0,0,0,0,2,0,1,0,0
21,13,8,2,0,0,6,5,4,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,2,0,15,0,0,0,2,0,0,0,0
19,14,5,14,0,0,0,0,0,0,0,2,3
11,4,7,0,0,0,4,0,2,0,2,0,3
3,0,3,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,7,1,0,3,0,1,0,4,0,3,0
1,1,0,0,1,0,0,0,0,0,0,0,0
4,2,2,0,0,0,0,2,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,2,0,0,0,0,0,0,0
4,2,2,1,0,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,4,0,0,0,0,2,0,0,0,2,2
23,12,11,1,2,0,9,0,0,1,10,0,0
4,1,3,0,0,1,0,0,2,0,1,0,0
4,3,1,1,0,1,0,1,1,0,0,0,0
14,10,4,0,5,4,0,1,0,0,3,0,1
8,1,7,0,0,1,0,0,0,0,7,0,0
24,11,13,1,0,5,0,5,0,4,3,6,0
13,1,12,0,0,0,1,0,0,12,0,0,0
3,2,1,0,0,2,0,0,0,1,0,0,0
8,5,3,0,3,0,2,0,0,0,0,0,3
4,3,1,1,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
11,6,5,0,3,0,3,0,2,0,3,0,0
2,2,0,0,2,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
11,8,3,7,0,0,1,0,1,1,1,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
15,2,13,0,0,1,0,1,6,3,3,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,2,0,0,0,0
7,3,4,0,0,3,0,0,0,0,0,4,0
2,2,0,1,0,0,0,1,0,0,0,0,0
17,4,13,3,0,1,0,0,0,0,1,0,12
24,11,13,1,10,0,0,0,2,3,0,8,0
2,2,0,0,1,1,0,0,0,0,0,0,0
6,4,2,0,0,0,3,1,0,2,0,0,0
7,3,4,0,0,0,1,2,1,0,1,1,1
22,12,10,0,7,0,5,0,3,7,0,0,0
3,3,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,0,1,0,0,1,2,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,0,0,1
9,6,3,2,2,0,2,0,3,0,0,0,0
11,1,10,0,0,0,1,0,0,0,0,1,9
1,1,0,0,1,0,0,0,0,0,0,0,0
54,31,23,0,19,10,2,0,20,0,3,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
2,2,0,0,1,0,1,0,0,0,0,0,0
89,27,62,3,0,0,14,10,8,0,1,10,43
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,0,0,0,4,0,1,2,6,0,0
6,6,0,2,0,0,1,3,0,0,0,0,0
3,2,1,0,0,2,0,0,0,0,0,0,1
6,3,3,2,0,1,0,0,0,3,0,0,0
4,4,0,1,0,0,3,0,0,0,0,0,0
27,16,11,1,14,0,1,0,0,4,0,7,0
2,0,2,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,0,1,0,0,0,0,3,0
2,1,1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,12,1,0,5,0,6,0,3,3,0,6
3,2,1,0,0,0,0,2,1,0,0,0,0
13,3,10,0,2,0,0,1,7,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,11,4,0,0,0,0,0,3,5,3,0
1,1,0,0,0,0,1,0,0,0,0,0,0
7,0,7,0,0,0,0,0,1,0,0,6,0
7,6,1,0,2,0,2,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,18,0,1,0,7,0,6,3,4,3,2
1,1,0,0,0,0,0,1,0,0,0,0,0
7,7,0,0,0,0,0,7,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
4,2,2,1,0,0,0,1,0,0,0,2,0
74,40,34,0,0,0,37,3,7,2,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,8,0,0,0,0,3,0,0,0,7,1
4,1,3,0,1,0,0,0,0,0,2,1,0
10,4,6,0,0,4,0,0,0,4,1,0,1
7,4,3,0,0,0,3,1,3,0,0,0,0
13,6,7,1,2,0,0,3,0,1,6,0,0
5,2,3,0,0,2,0,0,0,2,1,0,0
11,7,4,0,0,0,0,7,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,0,0,0,0,0,0,0,5,1,0
7,2,5,0,2,0,0,0,3,2,0,0,0
4,1,3,0,0,0,1,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,20,0,0,2,0,0,4,0,16,0,0
12,11,1,6,0,0,5,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
49,13,36,1,4,0,4,4,5,3,10,17,1
3,0,3,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4,0,0,6,0,0,1,0,3,0,0
5,2,3,2,0,0,0,0,3,0,0,0,0
9,3,6,0,0,1,0,2,0,0,4,0,2
2,1,1,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,1
7,4,3,1,0,1,2,0,2,0,0,1,0
13,12,1,0,4,8,0,0,0,0,0,1,0
5,5,0,1,0,4,0,0,0,0,0,0,0
3,1,2,0,0,0,1,0,1,0,0,1,0
1,1,0,0,0,0,0,1,0,0,0,0,0
3,2,1,0,0,0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,5,1,0,1,1,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,1,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
9,7,2,1,0,0,6,0,1,0,1,0,0
2,1,1,0,1,0,0,0,0,0,1,0,0
23,17,6,1,13,2,0,1,0,0,4,0,2
18,4,14,0,0,0,0,4,1,0,2,11,0
2,0,2,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
34,14,20,8,0,0,0,6,10,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
46,32,14,4,2,18,8,0,14,0,0,0,0
27,17,10,11,6,0,0,0,4,1,0,2,3
1,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3,0,1,0,0,0,0,3,0,0,0
4,0,4,0,0,0,0,0,4,0,0,0,0
4,3,1,0,3,0,0,0,1,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0
13,4,9,0,0,2,1,1,0,0,0,9,0
1,0,1,0,0,0,0,0,0,0,1,0,0
2,2,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
50,40,10,17,10,6,5,2,6,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,0,0,1,0,0,0,3,0
1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
23,16,7,0,7,0,9,0,0,0,0,0,7
16,8,8,0,0,3,5,0,0,2,5,0,1
8,2,6,1,1,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
24,15,9,9,3,2,0,1,0,0,8,0,1
11,1,10,0,0,0,0,1,1,1,0,8,0
1,0,1,0,0,0,0,0,0,0,0,1,0
23,4,19,0,1,3,0,0,0,0,19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,6,0,1,0,2,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,6,0,0,0,0,1,2,0,0,2,2
3,1,2,0,0,0,1,0,0,2,0,0,0
7,4,3,0,0,0,4,0,2,0,0,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0
28,15,13,1,0,0,14,0,0,0,2,3,8
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
3,1,2,0,0,1,0,0,1,0,0,0,1
5,1,4,0,0,0,1,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
42,25,17,17,5,3,0,0,0,17,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
4,2,2,1,1,0,0,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0,0,0,1,0
25,14,11,0,10,0,1,3,2,1,4,4,0
6,3,3,2,1,0,0,0,0,0,0,0,3
3,0,3,0,0,0,0,0,2,0,0,0,1
10,8,2,7,0,1,0,0,2,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,2,0,0
10,6,4,1,1,0,4,0,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,1,0,0,0,0,1,0,1,0
3,2,1,0,1,1,0,0,1,0,0,0,0
12,4,8,1,0,1,2,0,0,2,6,0,0
11,9,2,0,0,7,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,0,0,1,0,3,8,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
30,10,20,2,0,0,3,5,11,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,5,5,0,0,0,0,0,2,0,3,0
3,0,3,0,0,0,0,0,0,1,2,0,0
5,4,1,2,0,0,2,0,0,0,0,0,1
2,0,2,0,0,0,0,0,2,0,0,0,0
33,12,21,0,5,7,0,0,0,8,3,10,0
39,20,19,1,0,15,3,1,0,2,0,0,17
1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,8,0,0,3,0,1,7,0,0,1,0
19,8,11,7,0,0,1,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,13,2,8,0,6,0,2,2,5,2,2
3,0,3,0,0,0,0,0,0,0,0,3,0
26,12,14,0,5,2,0,5,6,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,9,0,1,0,0,6,0,5,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,10,4,0,0,0,4,0,2,0,0,8
20,14,6,0,0,10,4,0,4,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2,0,0,5,0,0,0,0,2,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
3,3,0,2,0,1,0,0,0,0,0,0,0
12,5,7,0,1,2,1,1,0,0,5,1,1
37,28,9,0,18,1,1,8,4,5,0,0,0
13,2,11,0,0,2,0,0,2,0,3,4,2
13,8,5,1,0,7,0,0,0,0,0,4,1
11,8,3,0,4,2,0,2,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,2,0,0,2,0,0,0,0,0,0
9,3,6,2,0,0,1,0,2,1,2,1,0
12,6,6,0,5,1,0,0,0,0,0,6,0
9,8,1,6,1,0,0,1,1,0,0,0,0
6,4,2,3,0,0,1,0,0,1,0,1,0
3,2,1,0,0,0,0,2,0,1,0,0,0
3,0,3,0,0,0,0,0,0,3,0,0,0
4,2,2,0,0,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
22,8,14,2,0,4,1,1,2,4,5,0,3
6,4,2,0,0,4,0,0,0,0,1,1,0
2,0,2,0,0,0,0,0,0,0,0,0,2
13,5,8,0,0,0,5,0,3,0,4,1,0
7,4,3,0,0,2,2,0,1,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
31,13,18,0,0,1,12,0,8,4,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,3,0,0,2,0,4,0,0,0,3,0
3,3,0,1,0,0,1,1,0,0,0,0,0
8,4,4,2,2,0,0,0,4,0,0,0,0
15,7,8,0,4,2,0,1,0,0,8,0,0
2,0,2,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,0,0,0,2,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,2,2,0,0,0,0,0
6,3,3,0,0,0,3,0,0,0,0,3,0
3,2,1,0,0,2,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0
6,1,5,0,0,0,1,0,0,5,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,4,0,0,0,10,0,0,1,0,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0
20,15,5,0,0,12,3,0,0,0,0,5,0
21,14,7,0,3,5,6,0,6,0,0,1,0
6,6,0,0,0,0,0,6,0,0,0,0,0
3,1,2,0,0,0,1,0,1,1,0,0,0
7,4,3,0,4,0,0,0,1,0,2,0,0
13,7,6,0,0,0,5,2,4,2,0,0,0
14,7,7,2,5,0,0,0,2,0,2,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
42,29,13,0,12,9,4,4,1,0,2,10,0
2,2,0,2,0,0,0,0,0,0,0,0,0
22,2,20,0,0,2,0,0,14,1,0,0,5
2,2,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
23,11,12,2,0,1,6,2,1,0,0,3,8
3,1,2,1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,7,3,0,0,1,0,4,1,2,0,0
2,1,1,0,0,1,0,0,1,0,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
28,14,14,5,0,0,0,9,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,0,0,0,1,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,1,0,0,1,0,0,2,0,0,0
10,8,2,2,1,5,0,0,1,0,0,1,0
3,2,1,0,0,0,0,2,1,0,0,0,0
5,1,4,0,0,1,0,0,1,3,0,0,0
2,0,2,0,0,0,0,0,0,1,1,0,0
2,2,0,0,1,1,0,0,0,0,0,0,0
4,3,1,0,0,3,0,0,0,0,0,1,0
6,2,4,0,0,0,2,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,10,0,0,0,2,1,4,1,5,0,0
15,7,8,0,0,0,1,6,2,0,0,6,0
2,1,1,0,1,0,0,0,0,0,0,1,0
2,0,2,0,0,0,0,0,0,0,2,0,0
28,17,11,1,15,0,1,0,1,0,0,9,1
8,3,5,3,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,3,0
4,0,4,0,0,0,0,0,0,4,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,2,0,0,1,0,0
21,10,11,6,0,2,2,0,1,0,0,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,1,0,0,0,3,0,0,0,0
32,13,19,0,2,6,1,4,1,2,0,11,5
1,1,0,0,1,0,0,0,0,0,0,0,0
13,8,5,4,0,0,4,0,0,3,2,0,0
4,3,1,0,1,0,1,1,0,0,1,0,0
12,9,3,1,0,3,2,3,0,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0
17,7,10,3,1,2,0,1,0,1,7,2,0
1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,4,0,0,0,0,0,0,0,2,0
14,9,5,3,0,0,6,0,1,0,0,1,3
1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
3,1,2,0,0,0,1,0,0,0,0,0,2
3,3,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0,0,0,4,0,0
6,4,2,0,0,4,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,4,0,4,0,0,0,1,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,0,0,1,0,0,2,0,0,0
3,2,1,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,3,0,0,0,0
5,5,0,0,4,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0
8,6,2,0,0,0,0,6,2,0,0,0,0
5,1,4,0,0,0,1,0,0,0,3,0,1
18,7,11,1,0,0,0,6,0,1,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,0,0,0,0,0,0,1,0,0
7,5,2,3,2,0,0,0,1,1,0,0,0
19,0,19,0,0,0,0,0,0,5,0,10,4
3,0,3,0,0,0,0,0,0,1,0,2,0
4,3,1,1,0,0,0,2,0,0,1,0,0
2,0,2,0,0,0,0,0,0,2,0,0,0
47,25,22,2,10,2,2,9,4,15,0,1,2
4,3,1,0,0,0,3,0,0,0,0,1,0
2,2,0,2,0,0,0,0,0,0,0,0,0
11,4,7,0,0,4,0,0,0,1,0,6,0
29,21,8,2,0,4,3,12,2,4,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,3,0,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,0,1,1,1,0,1,0,0,0
2,2,0,0,0,0,2,0,0,0,0,0,0
18,15,3,5,7,3,0,0,1,1,0,0,1
6,1,5,0,1,0,0,0,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
28,9,19,1,2,1,4,1,6,9,2,2,0
18,15,3,0,0,14,0,1,0,0,3,0,0
8,4,4,0,0,0,3,1,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,1,0,0,0,0
65,25,40,1,5,8,11,0,0,28,1,8,3
2,1,1,0,1,0,0,0,0,0,0,1,0
4,4,0,1,2,1,0,0,0,0,0,0,0
4,3,1,0,0,3,0,0,1,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
6,3,3,0,1,0,1,1,0,3,0,0,0
18,11,7,0,3,1,2,5,0,5,2,0,0
9,3,6,0,0,0,2,1,0,1,0,3,2
3,3,0,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,8,0,0,0,2,2,3,0,0,1,4
27,8,19,0,0,5,3,0,7,0,0,0,12
18,13,5,0,9,0,3,1,3,1,0,0,1
1,0,1,0,0,0,0,0,0,0,1,0,0
46,39,7,5,0,0,34,0,0,0,0,5,2
14,7,7,0,7,0,0,0,4,1,0,2,0
43,3,40,2,0,1,0,0,0,0,0,11,29
5,2,3,0,0,0,1,1,0,3,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
6,0,6,0,0,0,0,0,5,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
26,18,8,10,2,2,4,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,8,6,0,1,2,0,5,0,2,3,0,1
14,1,13,0,1,0,0,0,0,5,1,1,6
10,9,1,1,2,5,1,0,0,0,0,0,1
13,1,12,0,0,1,0,0,3,4,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0
29,22,7,13,0,9,0,0,0,0,1,1,5
4,1,3,1,0,0,0,0,0,0,1,0,2
13,9,4,0,5,0,0,4,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,0,1,0,0,1,0,0,1,0,2
1,0,1,0,0,0,0,0,0,0,0,1,0
3,2,1,0,0,0,0,2,1,0,0,0,0
4,3,1,0,2,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
16,9,7,7,2,0,0,0,0,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,5,0,0,0,4,0,1,0,2,2,0
21,12,9,10,0,2,0,0,1,1,0,4,3
1,1,0,0,0,0,1,0,0,0,0,0,0
9,4,5,1,0,2,0,1,0,3,2,0,0
6,6,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,6,3,0,0,0,0,0,4,0,2,0
16,10,6,1,1,5,0,3,4,2,0,0,0
2,1,1,0,0,1,0,0,0,0,1,0,0
13,5,8,0,0,1,0,4,2,1,3,1,1
5,2,3,0,1,0,1,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,9,0,0,0,2,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
28,19,9,8,1,0,10,0,7,0,2,0,0
9,0,9,0,0,0,0,0,3,6,0,0,0
4,1,3,0,0,1,0,0,0,0,0,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,0,0,2,0,0,0,0,0,0,3
3,3,0,0,0,3,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
5,4,1,3,0,1,0,0,1,0,0,0,0
33,9,24,0,2,1,0,6,0,24,0,0,0
18,11,7,8,0,2,0,1,0,2,0,0,5
10,0,10,0,0,0,0,0,10,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,1
